label,title
0,Berlusconi visit to Libya to proceed despite Islamist threats (AFP)
2,San Francisco hotel lockout ends; talks to continue
2,Where'd the Term 'Blue Chip' Come From?
3,Mac OS X: Best Unix Desktop
0,Trial of suspected Rwandan genocide mastermind resumes (AFP)
3,Mforma Spins Spidey A Wireless Web
1,Mayer Moves to Romania Quarterfinals (AP)
1,Trimmed down Monty has stomach for battle
3,Former NASA inspector pleads innocent to falsifying inspections
3,U.S. intelligence overhaul eyed amid concerns for antiterror fight
3,Need a job? Get a card - arresting ID pitch to business
3,Who's There? How Parents Can Be IM Watchdogs
2,US CREDIT-Halliburton jostled by Army audit back-and-forth
0,"Ivory Coast Army Pulls Back, Paris Flies in Troops"
1,NFL: Dolphins go nowhere
3,China confirms bird flu in pigs
3,Microsoft Extends Legal Protection To All Customers
2,Sainsbury profits slashed
2,Imperial Oil moving HQ to Calgary
2,Google Stock Falls on Outlook - Analyst
3,Picture 6 of 8: Microsoft's new Media Center push
1,Briefs: Plummer to remove sticker
2,Faster clearing comes with change on Thursday
1,Belgian trio hit with bans
0,Iraqi Deputy Prime Minister Pleads for Aid
1,Kanoute #39;s blunders knock Spurs out
2,Waltham jobs moving to Billerica
3,Commerce One runs out of cash
3,Yahoo and Adobe partners for search integrated applications
3,Dinosaur slept in bird-like pose
0,Howard has no regrets on Iraq as poll battle goes down to wire
1,Notes: Kennedy lost for season
1,Singh Makes History
2,"Merrill survey of fund managers finds them more pessimistic, risk averse"
2,Surprise slowdown in UK inflation
1,No. 13 Minnesota (5-0) at No. 14 Michigan (4-1)
3,Lexmark #39;s Laser-Quick Response
3,Novell reshuffles biz for Linux focus
2,Schwarzenegger Opens Stop on  #39;Hydrogen Highway #39;
1,Odd Things Expected as Red Sox Meet Cards in Game Three
1,NBA Wrap: Short-Handed Pacers Lose the Night
0,Israeli Officer Arrested Over Killing of Gaza Girl (Reuters)
1,Illinois Proves Rank
0,John Calls Taiwanese Photographers 'Pigs'
2,Oil costs send stocks rising
0,Arson against Jews in France condemned
2, #39;); //-- gt; Eye On Stocks
1,Price of cards to be shuffled
2,"No more free tolls on turnpike, as strike continues"
2,Pilgrim Baxter Founders Agree to \$160 Million Settlement
3,RIM Intros Souped-Up BlackBerry for Mobile Enterprise
3,Slice of Heaven in the Desert
3,Download Crackdown Downunder
0,Montoya Leaves Williams on a High
2,Truckers #39; Strike Enters Third Day
0,Whacky Version of Polo Produces Jumbo Fun
1,Hewitt shuffles straight to last eight
3,Australian City Agency Switches to Sun's StarOffice (Ziff Davis)
1,High and mighty
3,JBoss moves up to business processes
1,"Indians Beat Twins 7-1, Nearing AL Lead (AP)"
1,Beckham May Be Ready to Play This Weekend (AP)
1,Federer crushes Hewitt and sets new record
2,"Jobless, Factory Index Signal Growth"
1,Bears #39; trail drawing closer to Pasadena
3,Doubts over passport face scans
3,Report: Consumers tuning in to plasma TVs
2,Coke nears settlement with EU
1,Phillies Notes  Phillies join hunt for Pavano The Yankees and Red &lt;b&gt;...&lt;/b&gt;
2,Boeing 7E7 Faces Trouble from Talk of Airbus Rival
0,"Press Freedom Under Threat Most In Asia, Mid-East: Report"
1,Europe #39;s spirit may overwhelm that of the American side
1,"COL BKB: North Carolina 70, Indiana 63"
0,China detains New York Times researcher
2,Cisco Systems Earnings Rise 29 Percent
3,Napster Star Changes His Tune
2,SEC charges Lord Black and takes control of Hollinger
0,Rooney set for Man Utd
1,Hurricanes deal blow to Cavaliers
2,Ex-Citigroup Executives May Face S.E.C. Charges
2,"Coke cuts growth goals, saying it missed trends"
2,AT amp;T #39;s text-only device debuts
0,Serb leader apologises in Bosnia
1,Trail Blazers 105 Raptors 102
1,Hornets' Davis Out With Inflamed Disc (AP)
2,Dollar Up Vs Yen on Weak Machinery Data
1,Sorenstam to Play Woods in Skins Game (AP)
3,Articles Highlight Different Views on Genetic Basis of Race
2,Microsoft adds MSN TV 2 Internet  amp; Media Player
2,The Last Noel
2,Sentiment Strong in December
1,US scores late to tie underdog Panama
0,Japan extends troops mission in Iraq
2,Game firm Eidos delays launch
0,University entry overhaul backed
0,U.S.: No Decision Made on Iraq Unit's Fate (AP)
3,Web Snags Right Demographic
0,Football: Rangers win on penalties
3,Slimmer PlayStation triple sales
1,"Kansas squeaks pass Vermont, 68-61"
3,European Union Steps Up Probe Of Intel
2,Trade Gap Narrows on Record Exports
1,Soccer: Nedved calls time on Czechs
0,Cricket: ICC trophy preview
1,No change on pitwall - Purnell
3,In the beginning ...
3,PRODUCT REVIEW: a 'Cold' Soldering Iron (AP)
0,Man tried for UK student's murder
2,"Kodak to Close Australia Plant, Cut Jobs"
2,UBS to buy Schwab #39;s trading unit
1,Ayoob to play football at Cal
3,Theft charges filed against four former Microsoft workers
3,Microsoft plots next Office release for  #39;05 or  #39;06
2,Unilever Profits Caution Hits Shares
1,Serena rebels for a cause
1,"Loss of teams, but not power"
3,Hitachi Drives Consumer Storage
0,Palestinians to host Western diplomats
0,Kerry Accuses Bush of Mismanaging Iraq War
2,Samsung Forecasts Global Chip Sales to Slow Next Year (Update4)
1,Wenger Highlights Importance Of Panathinaikos Match
1,Texas goes wild
3,EU judge calls meeting in Microsoft antitrust case
1,Padres stay in the hunt
1,Armstrong leaves Tour de France guessing
0,Cotton on consumers
2,Artificial trees grow on Americans
3,Briefly: Korean software maker joins Asian Linux group
0,Train set ablaze as violence spreads in Bangladesh
0,Russia Could Finish Kyoto Approval by Year-End
0,'Luxury' eyes China as market and future competitor (AFP)
3,Music album debuts on memory card
3,New Company Starts Up a Challenge to Google
0,Philippines Rushes Relief to Flooded Areas
2,Services Help Social Networks Get Connected
0,Congo Says Its Troops Are Fighting Rwandan Forces (Reuters)
1,Denver #39;s Anderson out for season
2,Economy cools in third quarter
2,Google shares rise in debut
0,Narrow rule feared after Russia lifts leader limits
3,Qwest rides VoIP train to new destinations
0,Deal to save Somali peace process
0,As Nationwide Strike Begins Today...
2,Unemployment drops in battleground states
1,"Nets 109, Hawks 88"
1,U.S. Continue to Dominate Without Injured Phelps
1,Nothing very special about Wildcats #39; effort
1,Wake Forest edges Temple
2,Asian Shares Edge Up as Oil Eases (Reuters)
0,Alert and alarmed
1,WTAs elite on display in LA
1,Norwich Glean Seventh Draw After City Lead
3,Intel preps speedier Pentium 4
1,Astros Killer B's Running Out of Chances (AP)
2,Whitehall settles federal investigation for \$13 million
0,Militant group threatens to avenge Indian bandit Veerappans &lt;b&gt;...&lt;/b&gt;
0,Iran Wants Syria Cooperation in Face of U.S. Pressure (Reuters)
3,"Canada Bans Greenland, Faroese Fishing Boats (Reuters)"
0,U.S. Envoy Slams Serb PM on War Crimes Handovers (Reuters)
0,Radcliffe baffled by failure
1,Rockets Blast Hawks 92-69 (AP)
2,Crude Oil Prices Surge Again
1,NFL Wrap: Roethlisberger Keeps the Steelers Rolling
1,Els Eases Ahead
0,Pilot dies after US chopper crashes in Afghanistan (AFP)
1,Ogilvy signals intentions at Classic
3,Wanted: Simple home security
2,Symantec to Buy Veritas for \$13.5 Billion
2,Gasoline Prices Rise with Storm (Reuters)
0,Thaksin vows  #39;iron fist #39; against rebels in south
2,Japanese company buying DuPont Photomasks
3,Africanized Bees May Have Arrived in Okla. (AP)
2,The Wonderful World of Succession
3,Hewlett-Packard strikes Blu note for DVDs
0,Peru's Shining Path Leaders to Face Trial
1,Seattle Stops Detroit
3,The Battle of Algiers Revisited
1,Italy to field young squad against Finland
3,Spitzer Arrives at Scene of Galactic Collision
0,"Ottawa has money for national drug program, provincial finance ministers say (Canadian Press)"
2,Before-the-Bell: Sanderson Farms Falls
3,Borland folding CBuilder into Delphi
2,US Web Shoppers #39; Holiday Spending Up
2,Bush Econ Team to Undergo Gradual Changes (Reuters)
3,Intel tops out server range with data-crunching Itanium chips
3,E-Vote Machine Certification Process Criticized
1,Little Movement in AP Football Poll (AP)
3,Spam on the menu at annual virus conference
2,Hurricane Charley Tears Into Outback
2,Price war hurts telecoms firm MCI
0,Bodies of 2 Turkish hostages found
3,Inspector General Says E.P.A. Rule Aids Polluters
1,Wambach Lifts U.S. in Women's Soccer Final
2,Treasuries Dip But Selling Momentum Slows
1,"Boomer to Boston, Pavano picks Yankees"
3,IBM Product to Challenge Data Storage Leader EMC
2,Virtual offices will reverse years of isolation
2,Sony-Led Group Agrees to Buy MGM Film Studio for \$2.9 Billion
1,Five more suspended by weightlifting body
2,"Northwest adds Guangzhou, more flights from Indianapolis"
1,"Vieira, Lauren in bus bust-up"
2,"Merck #39;s FDA Delay, Pfizer #39;s Problem"
3,Astronaut's Long Career Ends
3,Details emerge in Honeywell #39;s suit against Apple
3,Noah's Ark Quest Dead in Water -- Was It a Stunt?
0,Tribesmen Press for Hostages' Release (AP)
0,Israeli Rockets Kill Two in Gaza Strip Camp (Reuters)
3,PARC signs multiyear research deal with Fujitsu
2,FDA Eases Rules on Drug Manufacturing (Reuters)
3,Chip Maker SMIC Boosts Capacity and Profits
1,Notes: Crain plays two
0,Abbas Fails to Win Palestinian Militant Truce Pledge
2,First Industrial Realty Raises Forecast (Reuters)
3,Film Trade Group Files Anti-Piracy Suits (AP)
1,Oklahoma State #39;s seniors rope victory
0,Shanghai set for Formula One race
0,Taba bombing authors came from Sinai: Israeli army official (AFP)
1,Athletics: Clumsy US relay teams hand foes gold
1,Gannon Sidelined with Fractured Vertebrae
3,Alamosa Offers to Buy AirGate (Reuters)
0,7 Killed in Kabul as Bombing Rips US Security Firm
3,Annual Study Finds Rise in Beach Closures (AP)
2,Deere's Color Is Green
0,Bordeaux's producers target Denmark to fight wine hangover (AFP)
3,Samoa plans internet for all
2,IBM #39;s PC saga was two decades in the unmaking
2,OPEC Lifts Oil Quotas to Drop Crude Price
2,"UPDATE 2-Genuine Parts profit rises, shares up"
1,Philippoussis Misery Continues with Tokyo Exit
0,Palestinians aiming for polls in spring next year: organisers
0,Brazil Says Gets UN Go-Ahead for Uranium Enrichment
3,IBM Releasing New Power5-Based Servers
0,"Four soldiers, civilian die in Kashmir:"
1,Goergl ends Miller #39;s winning streak at World Cup Super-G
1,Arizona to get ready for Wally-world
3,Recent Winners of Nobel Prize in Chemistry (AP)
3,Asian Stocks Had Biggest Weekly Gain in 7 Months; Sony Rises
1,San Diego Chargers
0,Attacks Kill Two US GIs in Afghanistan
2,Forecast maps on trackfor new look
3,New Dinosaur Discovered: T. Rex Cousin Had Feathers
3,"Toshiba, Memory-Tech Develop New DVD (AP)"
2,Sins of Commissions
0,Clash among warlords casts doubt on Afghanistan's security
2,Airbus #39; new rival to 7E7 may utilize subsidies
1,"Giants 10, Dodgers 0"
1,Artest Expresses Regret Over Brawl with Detroit Fans (Reuters)
1,Mahendra elected India #39;s board chief
0,"U.S. Pursues Samarra Offensive; 5 Dead, 20 Wounded (Reuters)"
3,Our Smiles Are in the Mail
0,A mother's search for her children
2,US Airways to Skip Pension Payment (Reuters)
2,HP Profit Tops Lowered Forecast
0,Veteran British DJ John Peel Dies in Peru
3,No Changes to the Induce Act Please!
1,Dodging Harm
3,MyDoom Spreading Fast
0,Official: No evidence Arafat was poisoned
1,NL Wrap: Cubs Rally to Beat Marlins
0,Bombers kill 10 in  #39;safe #39; zone
2,Microsoft paid CCIA \$19.75 million to settle
1,Browns Gain 9 Yards With Scoring Change (AP)
1,Milloy move showed Patriots who was boss
3,Australian labels sue file sharer
2,BlackBerry infringement ruling upheld
1,England beat Aussies to make final
1,Spaniard Constantino Zaballa wins 19th stage
3,EU insists on WMD clause in accord with Syria
3,"IBM brings Unix, faster chip to Power blades"
0,Backflipping into controversial art (Friday 24 September 2004)
0,Supercomputer breaks speed record
3,Hackers force creation of more IT security jobs
1,Owen says he can still score for England despite rocky Madrid &lt;b&gt;...&lt;/b&gt;
3,What Is Your CRM Personality? - Part 2 (NewsFactor)
1,NL notables
3,Publisher Files Copyright Suit Against Google
2,HIH inquiry claims its biggest scalp
1,Woodgate joins Real Madrid
1,A tale of two  #39;warriors #39;
2,No need for rate rise yet as Australian economy bounds along: central bank (AFP)
3,Bush Forms Panel to Coordinate Ocean Policy
0,Arafat does not have leukaemia: official report
3,Watchdog rules over broadband 
0,Over 200 dead at Russia school 
1,California Golden Bears
3,"U.S. Plans Crackdown on Piracy, Counterfeiting"
2,Update 2: Gilead Sciences Stocks Rise Six Percent
2,Oracle wins battle for PeopleSoft
0,Suicide Bomber Kills at Least 21 in Pakistani Mosque
3,First Look at Quicken 2005
2,China to Move Toward Flexible Currency
3,All-Girl Gaming Team Takes Aim at Boys (AP)
0,Bush Defends Iraq Invasion Despite Report (AP)
1,Harbhajan spins India to victory
2,Premier implies US has mismanaged its currency -report
2,Time Warner to settle securities fraud charges 
0,Colombian Rebels Planned to Kill President Bush
1,Melvin will not return
0,Tour(ism) de force
0,Cabinet holds talks on troops plan
1,Robbo focused on fight ahead
2,US to appeal against WTO ruling
1,Giants #39; Hermanson suspended
3,"Lacie announces external SATA harddrive, high-end LCD"
0,IRAQ Kidnappers Tighten Screw on U.S. Allies in Iraq
3,Siemens Says Cellphone Flaw May Hurt Users and Its Profit
0,Single mother remarks incense civil libertarians
0,Israel Investigates Reports of Soldiers Abusing Corpses
1,One wonderful seven-year pitch
1,"Burnitz HR, not Bonds, steals show"
0,Jenkins starts new life in Japan
3,Voq Pro smart phone
2,Home Depot Writes Big Tickets
1,"No. 5 North Carolina 63, No. 24 Villanova 56"
2,Sri Lankan protest at price rises
1,"Astros, Marlins Keep Pressure on Cubs (AP)"
3,Riders Segway Through the Zoo
3,School District Challenges Darwin's Theory
3,MSN Desktop Search Images Surface
0,"Topics A, B and C in Run-up to Debate: Jobs, Jobs and Jobs"
2,Cisco to invest more heavily in Asia
2,Computer Associates to Cut 800 Jobs
3,Nanosys yanks IPO
1,Mets Are on Verge of Signing Martnez as Boston Bows Out
1, #39;Appalled #39; Caborn to launch protest
3,Has Your Broadband Had Its Fiber?
2,US Investor Steps into Jimmy Choo
3,Macromedia contributes to eBay Stores
0,Kerry Says Bush Broke Promise on Oil (AP)
3,PeopleSoft throws customers a discount and free upgrade
3,Microsoft Preps Previews of SQL Server 2005
2,Area Job Growth Outpaces Nation's
0,Improved Latham to leave hospital
2,Iraq Halts Oil Exports from Main Southern Pipeline (Reuters)
0,Equatorial Guinea president says thwarted  quot;massacre quot;
0,Cracking under the strain
3,FTC Floats Spammer Bounty Scheme
1,"Cubs Defeat Marlins, 5-1, in NL Showdown"
3,"After Delays, Intel Points to Chip-Making Advance"
1,Fundamental problems
1,Recovered Mourning looking for buyout from Nets
2,"UPDATE 8-US oil near \$50, supply fears shift to Nigeria"
2,OracleSoft At Last
1,Eagles off to a flying start
2,"Time Warner Inc. Withdraws Bid for MGM, Citing Price (Update3)"
0,Secretary of State Powell in China for Talks on North Korea
2,Wall Street Fears an Undecided Election (Reuters)
2,"Despite travel slump, online firms flourish"
1,Disappointing US loses to Argentina
2,JDS Uniphase Posts Deeper 1Q Loss
2,Hardee #39;s September sales up 5 on new products
3,Reducing Information Overkill
3,Bad Sex
0,Clinton to return to campaign trail Monday (AFP)
1,His fire still burning
1,Is Vieri #39;s Inter career over?
3,Home computer land security
3,Report: Mobile Phone Sales Up; Nokia Gains Market Share (NewsFactor)
3,Microsoft releases desktop search suite to testers
1,Phillies-Braves Game Postponed by Rain (AP)
0,"Bush, Kerry gear up for final debate as polls show race too close to call (AFP)"
1,Fletcher issues Lara warning
1,Legendary double for El Guerrouj
2,"Union leader held, truckers threaten to intensify stir"
0,All Australians accounted for in Iraq: Downer (AFP)
2,"Unemployment Claims Jump by 20,000 (AP)"
3,Researchers warn laptop users of infertility risk
3,In Theaters Soon: 'My Winter Vacation'
1,Denver's Pryce out 4-6 weeks
3,Scientists Breed a Tougher Mouse
3,Ancient baby bird fossil found in China
2,American Express Suing Card Companies Over Antitrust Violations
3,I Want My Small-Biz TV! (BusinessWeek Online)
0,"Indonesian plane skids off runway, 10 die"
0,PM visited injured BSF cosntables in base hospital.
2,Weyerhaeuser 3rd-Quarter Earnings Rise (Reuters)
2,Circulation investigation hits Times
1,"KEEP YOUR NOSE OUT OF IT, LOWE"
3,Report lauds locals #39; help in disasters
0,Explosion in Chinese mine kills 56
3,"Alcatel, Nokia sign Libya phone deal"
3,The Sites Before Christmas (washingtonpost.com)
1,Shaq Helps Heat to Team's Best Ever Start (AP)
3,Microsoft Patches Windows Server 2003
0,Bigley #39;s brother says police raided home
2,"U.S. Treasuries Slip, Test Recent Range"
0,Allawi warmly welcomed in Congress but Democrats air doubts (AFP)
1,The US team is set for Spain for the Davis Cup final
3,Cassini captures Tethys in all her glory
3,Valve prevails in cyber-cafe rights case
3,Bells #39; video gamble
1,3-1 Notre Dame Unfazed by Being Unranked (AP)
0,"Attackers shoot, burn villagers in east Congo, killing 14, UN says (Canadian Press)"
2,Attendants want  #39;reckless #39; UAL managers out
2,Toshiba to make image-processing chips for US firm Xilinx
0,Bomb found near Berlusconi villa
1,Battling Celtic bow out but Uefa Cup spot beckons
3,Treaty Curbs Trade in More Dangerous Chemicals
0,Shiites Reject Delay of Election
0,Russias strange bedfellows
3,Microsoft Introduces MSN TV 2 Internet and Media Player
1,"Patrick adds allure to Rahal Letterman, IRL"
2,FDA Alters Tack on Children and Antidepressants
0,Aziz calls for resolution of Kashmir issue
1,Angels pass Yankee test
0,U.S. Upholds Tariffs on Shrimp Imports (AP)
3,Trend Micro Offers New Mobile Security for Mobile Phones and PDAs
0,U.S. and Other Countries Deliver Aid in Indonesia
0,"Eight Marines die, while car bomb strikes TV centre"
0,Musharraf says won't quit as army chief (Reuters)
3,Internosis Will Relocate To Greenbelt in October
0,US Envoy Positive About Security Council Talks On Sudan
0,"Israeli Missile Hits Militants in Gaza Camp, 3 Hurt"
1,"From road rage to fan rage, civility takes a beating"
2,IMF Chief Sees Potential Hazard in US Fiscal Policies
0,Sniper Said to Admit Guilt in 2nd Slaying
0,Afghan UN Kidnappers Await Release of 26 Taliban
0,"UK Train Line to Be Closed for Days, #39; Police Say (Update1)"
2,Pharmacies in Canada zero in on US Latinos
3,Pew Weblog Statistics
1,Raiders RB Wheatley May Miss 2-4 Weeks (AP)
3,Oft-Scorned Segway Finds Friends Among the Disabled
3,Google puts new slant on scholarship
3,Outpost Firewall Pro Supports Microsoft Windows XP SP2
1,Irishmen hold sway in Man United future
2,China Agrees to Work on Exchange Rate
3,Sun Offers Pay-for-Use Grid Computing
3,Borland moving forward with SDO
0,Unit's Report Supports Kerry's Version
0,Kerry Makes 'Non-Political' Florida Visit (AP)
3,IBM claims fastest supercomputer title--for now
1,Wales boost for Earnshaw
1,Winning Southern 500 name of game
2,Freddie Mac Cuts 2003 Profit
3,Long-awaited Halo 2 for Xbox runs rings around the competition
1,Nadal Nails Roddick to Give Spain 2-0 Lead
1,Jimenez regains lead in European Masters
1,Jones to sue Conte over doping claims
0,Dalai Lama arrives in Russia
0,"'Sabado Gigante' Interviews Bush, Kerry (AP)"
1,Series to savor: Top highlights from 2004 ALCS
1,Olympic Champion Hamilton Suspended by Phonak Team
3,"Shuttle Enterprise Takes Center Stage, at Last"
2,Producing for the region
1,"Davis Cup Tennis: For US and Spain, a little psychic compensation"
2,Tobacco regulation deleted from corporate tax bill
1,US overcomes inconsistent play by following simple qualifying &lt;b&gt;...&lt;/b&gt;
1,Harrop wins silver
1,Ueno lifts Japan to most judo gold ever
2,Snow prods Europe on economic growth
3,"Microsoft, IE and Bloat"
0,Russian Duma to launch new school massacre probe
3,UK Rolls Out New VoIP Numbers
3,Finding the Right Balance Between Power and Weight
2,Rapid East Asian growth lifts 250m out of poverty
1,Dunn Sets Major League Strikeouts Record (AP)
1,The club expects too much from the team: Ajax coach Koeman
3,Digital Assistants Continue to Lose Ground (AP)
2,Probe of gifts said to focus on Fidelity
1,Top Seed Moya Stunned by Qualifier in Beijing
2,Economy More Sluggish Than First Thought (AP)
0,Britain's Straw Says Iraq Elections Must Go Ahead (Reuters)
0,"Rebels lift blockade, warn of more"
0,WILL PUTIN PARDON BUDANOV?
0,Leaders Sign European Union's First Constitution
2,Update 1: Alitalia: July Revenues Below Expectations
0,Production Resumes at GM Plant in Germany (AP)
2,Jobs Survey Mixed Bag
1,Chelsea 0 PSG 0
0,Cannonball Run road rally thwarted (Reuters)
2,BAE adds DigitalNet to US assets
1,Panthers #39; defense takes big hit before game with Eagles
1,Mauresmo and Sharapova storm into WTA Championship semi-finals
2,Lehman in Talks to Buy UK Hedge Fund-WSJ
3,Dell Recalls Laptop Power Cords
1,Kezman #39;s first hammer blow
0,Three Palestinians die in Gaza clashes
3,Technology ; Sony and Samsung to cross-license patents
2,Microsoft and Amazon join forces against scammers
0,Suspected Turkish al-Qaida leader reportedly killed in Iraq &lt;b&gt;...&lt;/b&gt;
0,Russia Terrorism Plan Meets Mixed Reviews (AP)
1,Report: NHL to reject union proposal
2,Wholesale prices jump in October
1,Golf:  #39;Teeth-gnashing inquests #39; put Harrington on track
0,Opposition calls for another strike in Bangladesh
1,Pandolfo gives Rockets a lift
0,Congo army factions clash
2,SA edges up the pile
0,Chirac seeking to rebuild Libya ties
2,Money is the catalyst for good medicine
0,First EU constitution signed:
2,AOL Parent Sets Up \$500 Million Reserve
3,Radio One Makes Move
1,Georgia will be away from doghouse for 4 games after homecoming
3,Creative declares 'war' on Apple's iPod
1,FA closes Beckham affair
2,DJ Sees Profit Shortfall on Weak Ad Sales
3,NE researchers say spruce damage echoes effects of acid rain
0,Iraqi group claims murder of Kurdistan representatives
0,Brazilian president calls for global partnership to fight hunger &lt;b&gt;...&lt;/b&gt;
1,ICC bagged over mismatch
0,France to Punish Police for Bungled Bomb Exercise (Reuters)
1,Ruano Pascual upsets Kostanic
0,DALE McFEATTERS: France #39;s mini-Iraq
2,Profit rises for Yahoo Japan site
2,Investors Await Greenspan for Rate Hints
1,From Dreamers to Cinderellas
3,The Lowdown on High-End PDAs
0,Giants Pull to Within 1/2 Game of 1st
1,US wins silver in 50m rifle; China gets gold
2,General Mills plans nutritional makeover
1,NBA sues to keep Pacers bans out of arbitration
1,DC Council OKs Park for Incoming Expos
3,Intel Boosts Centrino #39;s Speed
2,Fortress to Acquire Stelmar Shipping
1,Cal #39;s Arrington has record-tying 11th 100-yard game
1,Spa: Renault on pole position!
3,Singapore outsources to HP
1,Iran #39;s Olympic snub
3,ESPN to Launch Mobile Phone Service in Sprint Deal
3,AT amp;T Peeks Out of the Box
0,Powell begins visit to Mideast
2,Royal  amp; Sun Alliance offshores 1100 jobs to India
0,India not Mushy on Jammu and Kashmir
0,FROM THE DEBATE
0,Minister Urges Imams to Speak French (AP)
2,Wall Street stocks end lower on volatile crude oil prices
1,Australia conquer their final frontier
1,Out without a bang: Cannons falter in final
3,"As a Hormone Substitute, Soy Is Ever More Popular, but Is It Safe?"
1,Yankees' 100th clinches division
0,Allawi Says Democratic Forces Succeeding in Iraq
3,Pre-Lucy creature walked upright
1,Hall the hero for South Africa
3,Introducing Two New Jam Packs
1,Seattle SuperSonics Team Report - November 29
1,Stanley Cup Vanishes
1,Australia #39;s quest to conquer  #39;final frontier #39; begins tomorrow
0,Iraq #39;s northern oil exports halted
1,Mauresmo Wins First Match at No. 1 (AP)
2,French Growth Halted in Third Quarter (AP)
3,Intel Chips In for New Gateway PCs
3,China Launches Satellite
1,Williams Advances to China Open Final (AP)
3,Wireless operators ink WiFi roaming agreements
1,Red Sox Rally Past Yankees in Ninth (AP)
2,Update 1: Regal #39;s Profit Down on Lower Receipts
1,49ers Give Donahue Contract Extension
1,Win-Win Situation
0,Dutch defy  #39;jihad #39; threat
2,OIL FUTURES:IPE Brent Likely To Head Higher In Thin Trade
1,Focus brings US vaulters gold and silver
1,Eli has his moments
0,Death toll up as typhoons lash parts of Asia
0,Man Linked to Bush Memos Contacted Cleland
0,Column: Who will stop genocide in Sudan?
0,Exit Shinui
3,"Toyota, Nissan Join to Standardize Car Electronics (Reuters)"
0,"Renault's 5,000-euro car to go on sale in western Europe for 7,500 euros (AFP)"
3,"Real, KDE Patch Security Flaws (Ziff Davis)"
1,Phelps #39; gold haul dream not so bad
2,PeopleSoft Board Rejects Oracle #39;s Takeover Bid Despite &lt;b&gt;...&lt;/b&gt;
3,MCI Not Liable for Legal Costs From SEC Probe
1,A backfield in motion
3,Study: MP3 player market to explode
0,Fate of UN hostages hangs in balance
3,Bridging the Gadget Gift Gap
0,Troop withdrawal in Kashmir may begin within a week:
3,Battered Wife Wins Suit Against Md. Matchmaker
2,Chancellor takes aim at Brussels for bigger budget demands
2,US: PepsiCo Q3 figures on the rise
2,US Steel reports 3rd quarterly profit
0,"Afghan-Coalition Soldiers Kill 3, Wound 2 at Checkpoint"
3,Yahoo Buys Online Jukebox Musicmatch (AP)
0,Only Weeks Left to End N.Irish Deadlock -McGuinness
0,Japan to deport Fischer
2,Mortgage Applications Fall Last Week-MBA
0,Equatorial Guinea Prosecutor Wants Death For S. African  #39;mercenary &lt;b&gt;...&lt;/b&gt;
3,"Upgrades, staffing costs squeeze British IT budgets"
2,Petro-Can sale ends Ottawa #39;s oilpatch era
3,StorageTek Scoops Up Storability for ILM Portfolio
3,BT to sell BlackBerrys in Europe
3,Critics lukewarm on Spacey play
2,Nikkei Hits 3-Mth Closing Low
2,Former aide implicates Fastow in Merrill barge deal
1,Another Schu in
0,"Bank of Canada missing  #36;10,000; employee fired, charged with theft (Canadian Press)"
2,No oil price hike before US polls
2,"When it comes to windows, todays developers are open-minded"
3,Two NCSSM students win national team science competition
3,Nokia Expands Functionality and Security of SSL VPN Offering
3,Massive game advertising startup to aid desperate brands
0,"Taiwan Braces for Typhoon Aere, Markets Close (Reuters)"
3,Update: Google gets IPO green light from SEC
2,Charity looks at new ways to raise funds for holiday
0,Twenty-Five Hurt as Azores Plane Avoids Collision (Reuters)
2,US: Coke lowers earnings and sales expectations
1,Similarities Abound in Orange Bowl Teams (AP)
1,"Cox, Showalter honored as top managers"
2,Alcoa Plans to Declare Force Majeure
1,UEFA CHAMPIONS LEAGUE REPORTS
1,Wayne of Terror Will Threaten Wales - Lampard
1,DOLPHINS POSTPONE SUNDAY GAME
2,The Seed of Apple #39;s Innovation
1,Ole Miss tabs Orgeron as head coach
3,"Schools Relax Cellphone Bans, Nodding to Trend"
3,Report: SP2 Problems Impact 10 Percent of Windows XP PCs (NewsFactor)
3,TiVo hires marketing chief
1,Pedal to the medals
1,McGrath and Kasprowicz push India to the brink
2,Retail Sales Fall 0.3 Percent in August
1,Notebook: Dodgers say Bradley won #39;t be disciplined
1,Yakubu earns Portsmouth victory
3,Court: File-swapping software not liable for copyright violations
0,Russia approves electoral reform
3,New Trojan program squashes adware
2,API in \$112m pharmacy deal
2,US Fed set to serve up another small rate hike
1,Miandad #39;s sniping runs true to form
3,"12,000 counterfeit track suits seized"
0,Thai PM weighs call for conciliatory body
1,"NFL: Minnesota 20, Tennessee 3"
1,Yankees extend lead in AL East
3,Things that go bump on the Net
1,Browns' Suggs Impatient to Start (AP)
3,Marrying the Ideal to the Real (Forbes.com)
2,Global Markets: Euro Eases from \$1.30
0,Arafat was not poisoned
0,House OKs Bill on 9/11 Recommendations (AP)
1,England pacemen to target Lara in Trophy final
0,Nazi murder suspect on trial
0,Congressional Action at a Glance (AP)
0,Rulon Gardner Wins First Two Matches
1,FA to test for EPO
2,Oil prices climb as fears over Iraq turmoil loom
3,Hollywood to sue P2P servers
2,Stocks Slip After Colgate Warns
0,Koizumi insists Samawah  quot;noncombat quot; zone
1,"Howe Talks Job Security With Mets Owner, GM"
0,Afghan Prisoners Released From U.S. Base (AP)
1,It's Official: Hamm Can Keep Gymnastics Gold
2,PeopleSoft #39;s board said it rejects Oracle bid
3,Adobe 4Q Earnings Surge 36 Percent (AP)
3,HP iPod nearly same as Apple #39;s
0,UN shrugs off US demands to boost Iraq presence
